Impact ID,策划注释,Impact逻辑ID,参数1,参数2,参数3,参数4,Buff图标,impact互斥id,顶替优先级,死亡后是否消失,下线是否计时,脚本ID,特效,名称,描述,技能效果,技能受击效果,技能缩放,技能效果x,技能效果y,技能音效,受击缩放,受击x,受击y,受击音效,技能播放速度,受击播放速度,全体or单人（0单人，1全体）
12304,毁灭,1,0,575,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12401,毁灭,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
12402,毁灭,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
12403,毁灭,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
12404,毁灭,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
12501,地震,1,0,330,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12502,地震,1,0,440,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12503,地震,1,0,550,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12504,地震,1,0,660,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12601,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12602,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12603,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12604,地震,5,23,20,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12701,狂战士的怒吼,4,5,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12702,狂战士的怒吼,4,5,100,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12703,狂战士的怒吼,4,5,150,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12704,狂战士的怒吼,4,5,200,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12705,狂战士的怒吼物免,4,15,20,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12706,狂战士的怒吼物免,4,15,30,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12707,狂战士的怒吼物免,4,15,40,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12708,狂战士的怒吼物免,4,15,50,20,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12801,精气光环,4,22,200,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12802,精气光环,4,22,300,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12803,精气光环,4,22,400,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12804,精气光环,4,22,500,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12805,精气光环,4,32,200,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12806,精气光环,4,32,300,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12807,精气光环,4,32,400,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12808,精气光环,4,32,500,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12901,编织,4,5,30,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12902,编织,4,5,45,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12903,编织,4,5,60,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
12904,编织,4,5,75,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13001,编织,5,5,30,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13002,编织,5,5,45,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13003,编织,5,5,60,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13004,编织,5,5,75,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13005,编织免疫,5,15,10,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13006,编织免疫,5,15,15,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13007,编织免疫,5,15,20,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13008,编织免疫,5,15,25,15,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13101,怨念深渊,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
13102,怨念深渊,5,3,200,3,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
13103,怨念深渊,5,3,200,4,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
13104,怨念深渊,5,3,200,5,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
13201,奔腾,4,23,100,6,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13202,奔腾,4,23,100,7,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13203,奔腾,4,23,100,8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13204,奔腾,4,23,100,9,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_benteng,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13301,梅肯斯姆,4,1,250,120,-1,-1,111,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13302,梅肯斯姆,4,5,10,120,-1,-1,112,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13303,梅肯斯姆,4,31,250,1,-1,-1,113,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13401,秘法鞋,4,22,270,120,-1,-1,102,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13402,秘法鞋,4,32,270,1,-1,-1,101,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13501,勇气勋章,5,5,25,10,-1,-1,131,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13601,古之忍耐姜歌,4,3,1,121,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13701,静谧之鞋,4,31,170,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
13801,羊刀,5,3,200,5,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,2
13901,紫怨,5,21,20,20,-1,-1,132,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14001,红杖,1,0,400,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14101,死灵书,5,32,200,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14102,死灵书,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14201,纷争面纱,5,21,10,20,-1,-1,133,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14301,阿托斯之棍,5,3,60,3,-1,-1,0,60,-1,-1,-1,-1,-1,-1,zjz_shuailao,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14401,强袭装甲,5,5,25,120,-1,-1,121,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14402,强袭装甲减物免,5,15,15,120,-1,-1,122,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14501,黑皇杖,4,21,50,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14601,西瓦的守护,1,0,400,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14701,幻影斧,0,300,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14801,散夜对剑,5,3,30,3,-1,-1,0,30,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
14901,撒旦之邪力,4,31,500,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15001,雷神之锤,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15101,斯嘉蒂之眼,5,3,20,3,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15201,散华,5,3,20,3,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15301,支配头盔,4,31,100,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15401,漩涡,1,0,120,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15501,黯灭,5,5,30,15,-1,-1,134,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15502,黯灭减物免,5,15,30,15,-1,-1,135,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15601,散失之刃,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15602,散失之刃,5,32,100,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
15701,天堂之戟,5,3,20,3,-1,-1,0,20,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
15801,金箍棒,0,0,300,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
15901,辉耀,3,0,90,120,2,-1,10,100,-1,-1,-1,-1,-1,-1,-1,zjz_chongjiboshouji,1,0,-0.05,-1,0.5,0,0,-1,0.04,0.04,0
16001,碎骨锤,5,3,200,2,-1,-1,1,100,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
16101,狂战斧,0,50,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
16201,深渊之刃,5,3,200,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,zjz_xuanyun,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
16301,标枪,0,0,40,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
16401,死亡面具,4,31,50,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0.1,-1,3,0,0,-1,0.08,0.04,0
16501,绿杖,4,15,30,120,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16601,淬毒之珠,5,3,2,3,-1,-1,0,8,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16701,巨浪减护甲,5,5,10,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16702,巨浪减护甲,5,5,15,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16703,巨浪减护甲,5,5,20,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16704,巨浪减护甲,5,5,25,4,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16801,怨念深渊伤害,1,0,100,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16802,怨念深渊伤害,1,0,200,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16803,怨念深渊伤害,1,0,300,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16804,怨念深渊伤害,1,0,400,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16901,敌法攻击减蓝,5,32,32,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16902,敌法攻击减蓝,5,32,64,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16903,敌法攻击减蓝,5,32,96,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
16904,敌法攻击减蓝,5,32,128,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17001,射手天赋加速,4,3,2,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17002,射手天赋加速,4,3,3,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17003,射手天赋加速,4,3,4,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17004,射手天赋加速,4,3,5,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17005,射手天赋加速,4,3,6,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17006,射手天赋加速,4,3,7,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
17007,射手天赋加速,4,3,8,121,-1,-1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,3,0,0,-1,0.08,0.04,0
20000,怪物小单体技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20001,怪物小单体技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20002,怪物小单体技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20003,怪物小单体技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20004,怪物小单体技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20005,怪物小单体技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20006,怪物小单体技能7,1,0,280,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20007,怪物小单体技能8,1,0,320,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20008,怪物小单体技能9,1,0,360,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20009,怪物小单体技能10,1,0,400,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20010,怪物小全体技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20011,怪物小全体技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20012,怪物小全体技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20013,怪物小全体技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20014,怪物小全体技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20015,怪物小全体技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20016,怪物小全体技能7,1,0,280,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20017,怪物小全体技能8,1,0,320,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20018,怪物小全体技能9,1,0,360,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20019,怪物小全体技能10,1,0,400,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20020,怪物小竖排技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20021,怪物小竖排技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20022,怪物小竖排技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20023,怪物小竖排技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20024,怪物小竖排技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20025,怪物小竖排技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20026,怪物小竖排技能7,1,0,280,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20027,怪物小竖排技能8,1,0,320,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20028,怪物小竖排技能9,1,0,360,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20029,怪物小竖排技能10,1,0,400,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20030,怪物小后排技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20031,怪物小后排技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20032,怪物小后排技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20033,怪物小后排技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20034,怪物小后排技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20035,怪物小后排技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20036,怪物小后排技能7,1,0,280,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20037,怪物小后排技能8,1,0,320,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20038,怪物小后排技能9,1,0,360,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20039,怪物小后排技能10,1,0,400,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20040,怪物小前排技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20041,怪物小前排技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20042,怪物小前排技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20043,怪物小前排技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20044,怪物小前排技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20045,怪物小前排技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20046,怪物小前排技能7,1,0,280,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20047,怪物小前排技能8,1,0,320,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20048,怪物小前排技能9,1,0,360,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20049,怪物小前排技能10,1,0,400,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20050,怪物小后排单个技能1,1,0,40,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20051,怪物小后排单个技能2,1,0,80,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20052,怪物小后排单个技能3,1,0,120,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20053,怪物小后排单个技能4,1,0,160,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20054,怪物小后排单个技能5,1,0,200,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
20055,怪物小后排单个技能6,1,0,240,-1,-1,-1,-1,100,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
